lon,lat,elev,exp,slope,veg
732.1306187,768.1991208,1273,171,5,5
735.6409112,768.1991208,1336,304,1,5
739.1512037,768.1991208,1280,-1,0,5
742.6614962,768.1991208,970,212,18,7
746.1717887,768.1991208,1126,249,14,7
749.6820812,768.1991208,1231,101,14,5
753.1923737,768.1991208,1408,67,10,5
756.7026662,768.1991208,1002,79,13,2
760.2129587,768.1991208,888,111,1,1
763.7232512,768.1991208,849,118,1,1
767.2335437,768.1991208,850,183,2,1
770.7438362,768.1991208,792,-1,0,7
774.2541287,768.1991208,865,112,11,1
777.7644212,768.1991208,914,-1,0,8
781.2747137,768.1991208,728,293,4,1
784.7850062,768.1991208,1135,308,31,2
788.2952987,768.1991208,1463,315,0,2
791.8055912,768.1991208,861,206,13,8
795.3158837,768.1991208,909,312,15,8
798.8261762,768.1991208,1586,251,3,1
802.3364687,768.1991208,953,98,14,1
805.8467612,768.1991208,1275,239,10,9
809.3570537,768.1991208,1572,49,15,6
812.8673462,768.1991208,1419,25,5,5
493.4307287,765.6546558,1131,194,10,7
496.9410212,765.6546558,918,215,11,7
500.4513137,765.6546558,1014,183,19,9
503.9616062,765.6546558,1098,107,8,9
507.4718987,765.6546558,855,119,14,7
510.9821912,765.6546558,1061,219,18,9
514.4924837,765.6546558,1041,248,9,9
518.0027762,765.6546558,1133,184,3,9
521.5130687,765.6546558,1090,347,6,9
525.0233612,765.6546558,1065,132,12,9
528.5336537,765.6546558,846,22,12,9
532.0439462,765.6546558,975,344,11,9
535.5542387,765.6546558,1095,248,6,9
539.0645312,765.6546558,1158,24,3,7
542.5748237,765.6546558,916,45,5,1
546.0851162,765.6546558,902,52,13,1
549.5954087,765.6546558,1171,172,19,1
553.1057012,765.6546558,1125,275,5,1
556.6159937,765.6546558,1280,45,0,1
560.1262862,765.6546558,1397,21,3,5
563.6365787,765.6546558,1364,86,10,5
567.1468712,765.6546558,1504,328,10,6
570.6571637,765.6546558,1555,280,6,6
574.1674562,765.6546558,1647,328,7,6
577.6777487,765.6546558,1506,342,8,6
581.1880412,765.6546558,1619,259,8,6
584.6983337,765.6546558,1603,243,5,6
588.2086262,765.6546558,1842,291,2,8
591.7189187,765.6546558,1827,49,8,7
595.2292112,765.6546558,1667,64,12,6
598.7395037,765.6546558,1409,138,17,7
602.2497962,765.6546558,1416,202,30,5
605.7600887,765.6546558,1435,325,28,7
609.2703812,765.6546558,1634,305,22,7
612.7806737,765.6546558,1792,59,7,4
616.2909662,765.6546558,1759,140,24,4
619.8012587,765.6546558,1713,85,5,4
623.3115512,765.6546558,1767,34,3,7
626.8218437,765.6546558,2041,216,18,4
630.3321362,765.6546558,2059,280,23,3
633.8424287,765.6546558,2072,58,11,3
637.3527212,765.6546558,1953,325,6,4
640.8630137,765.6546558,2125,62,14,4
644.3733062,765.6546558,2390,275,27,4
647.8835987,765.6546558,2226,88,8,3
651.3938912,765.6546558,1980,93,27,4
654.9041837,765.6546558,2159,322,24,4
658.4144762,765.6546558,2255,43,11,4
661.9247687,765.6546558,1511,80,27,2
665.4350612,765.6546558,1078,53,2,1
668.9453537,765.6546558,1046,39,0,1
672.4556462,765.6546558,1026,45,0,1
675.9659387,765.6546558,1006,-1,0,7
679.4762312,765.6546558,1009,63,0,1
682.9865237,765.6546558,1036,-1,0,1
686.4968162,765.6546558,1034,270,0,1
690.0071087,765.6546558,1036,-1,0,8
693.5174012,765.6546558,1077,241,1,9
697.0276937,765.6546558,1036,-1,0,9
700.5379862,765.6546558,975,72,0,7
704.0482787,765.6546558,853,-1,0,7
707.5585712,765.6546558,853,-1,0,6
711.0688637,765.6546558,853,-1,0,1
714.5791562,765.6546558,892,197,1,7
718.0894487,765.6546558,884,177,3,1
721.5997412,765.6546558,947,214,3,1
725.1100337,765.6546558,1070,218,9,8
728.6203262,765.6546558,1108,283,2,1
732.1306187,765.6546558,1221,127,1,7
735.6409112,765.6546558,1295,238,8,5
739.1512037,765.6546558,1360,161,9,5
742.6614962,765.6546558,1270,236,2,5
746.1717887,765.6546558,1148,315,9,7
749.6820812,765.6546558,1062,238,17,7
753.1923737,765.6546558,1280,-1,0,5
756.7026662,765.6546558,1341,301,0,5
760.2129587,765.6546558,853,96,2,1
763.7232512,765.6546558,824,104,2,1
767.2335437,765.6546558,792,-1,0,1
770.7438362,765.6546558,792,-1,0,1
774.2541287,765.6546558,731,141,0,1
777.7644212,765.6546558,732,172,0,8
781.2747137,765.6546558,854,129,3,8
784.7850062,765.6546558,1011,204,14,1
788.2952987,765.6546558,1092,69,21,8
791.8055912,765.6546558,549,315,1,9
795.3158837,765.6546558,984,320,13,1
798.8261762,765.6546558,916,98,16,8
802.3364687,765.6546558,1356,285,15,9
805.8467612,765.6546558,1779,42,26,7
809.3570537,765.6546558,1604,89,14,7
812.8673462,765.6546558,1476,309,5,7
493.4307287,763.1101908,873,230,18,1
496.9410212,763.1101908,851,180,11,1
500.4513137,763.1101908,868,171,3,7
503.9616062,763.1101908,873,174,13,1
507.4718987,763.1101908,664,116,2,7
510.9821912,763.1101908,727,358,1,1
514.4924837,763.1101908,846,161,11,9
518.0027762,763.1101908,1043,174,8,9
521.5130687,763.1101908,991,255,11,9
525.0233612,763.1101908,1097,-1,0,9
528.5336537,763.1101908,1036,315,0,9
532.0439462,763.1101908,951,269,27,9
535.5542387,763.1101908,1006,44,12,9
539.0645312,763.1101908,1078,266,4,9
542.5748237,763.1101908,1156,209,0,1
546.0851162,763.1101908,1188,20,7,1
549.5954087,763.1101908,880,343,6,1
553.1057012,763.1101908,1033,155,5,1
556.6159937,763.1101908,1179,228,13,7
560.1262862,763.1101908,1286,195,4,1
563.6365787,763.1101908,1214,134,4,5
567.1468712,763.1101908,1421,257,16,5
570.6571637,763.1101908,1465,117,1,6
574.1674562,763.1101908,1596,278,10,7
577.6777487,763.1101908,1715,23,13,7
581.1880412,763.1101908,1493,41,17,7
584.6983337,763.1101908,1632,228,13,6
588.2086262,763.1101908,1757,359,10,6
591.7189187,763.1101908,2078,92,9,4
595.2292112,763.1101908,1793,88,17,4
598.7395037,763.1101908,1708,347,6,6
602.2497962,763.1101908,1564,337,20,6
605.7600887,763.1101908,1280,307,13,5
609.2703812,763.1101908,1463,234,3,5
612.7806737,763.1101908,1550,238,17,5
616.2909662,763.1101908,1609,182,13,5
619.8012587,763.1101908,1635,79,17,6
623.3115512,763.1101908,1830,344,10,6
626.8218437,763.1101908,2216,325,29,4
630.3321362,763.1101908,2193,318,7,3
633.8424287,763.1101908,2109,80,14,3
637.3527212,763.1101908,2165,69,18,4
640.8630137,763.1101908,2102,73,14,4
644.3733062,763.1101908,2336,47,31,4
647.8835987,763.1101908,1950,99,0,3
651.3938912,763.1101908,1787,319,24,4
654.9041837,763.1101908,2462,53,13,3
658.4144762,763.1101908,1725,37,13,6
661.9247687,763.1101908,1429,109,17,7
665.4350612,763.1101908,1149,59,3,7
668.9453537,763.1101908,1076,56,1,1
672.4556462,763.1101908,1042,53,0,7
675.9659387,763.1101908,1016,68,0,6
679.4762312,763.1101908,1018,0,0,1
682.9865237,763.1101908,1036,-1,0,1
686.4968162,763.1101908,1034,270,1,7
690.0071087,763.1101908,1036,-1,0,7
693.5174012,763.1101908,1094,353,4,9
697.0276937,763.1101908,1040,63,4,8
700.5379862,763.1101908,975,-1,0,9
704.0482787,763.1101908,898,55,3,7
707.5585712,763.1101908,853,-1,0,1
711.0688637,763.1101908,853,-1,0,7
714.5791562,763.1101908,853,-1,0,7
718.0894487,763.1101908,853,225,0,7
721.5997412,763.1101908,911,296,2,1
725.1100337,763.1101908,976,216,1,1
728.6203262,763.1101908,1036,108,0,7
732.1306187,763.1101908,1161,229,8,7
735.6409112,763.1101908,1280,288,0,1
739.1512037,763.1101908,1332,130,3,1
742.6614962,763.1101908,1231,134,5,1
746.1717887,763.1101908,1159,160,2,7
749.6820812,763.1101908,867,247,16,1
753.1923737,763.1101908,1131,244,9,1
756.7026662,763.1101908,1341,232,5,2
760.2129587,763.1101908,1277,359,7,1
763.7232512,763.1101908,833,58,3,1
767.2335437,763.1101908,792,-1,0,1
770.7438362,763.1101908,782,90,2,1
774.2541287,763.1101908,852,249,9,7
777.7644212,763.1101908,889,85,3,1
781.2747137,763.1101908,842,50,13,1
784.7850062,763.1101908,959,344,5,1
788.2952987,763.1101908,656,152,25,1
791.8055912,763.1101908,1017,333,24,8
795.3158837,763.1101908,798,158,21,1
798.8261762,763.1101908,1092,284,24,9
802.3364687,763.1101908,1699,12,24,7
805.8467612,763.1101908,2090,71,20,7
809.3570537,763.1101908,2042,272,22,7
486.4101437,760.5657258,858,213,9,1
489.9204362,760.5657258,853,-1,0,4
493.4307287,760.5657258,666,160,6,7
496.9410212,760.5657258,615,175,4,7
500.4513137,760.5657258,609,-1,0,7
503.9616062,760.5657258,693,351,12,9
507.4718987,760.5657258,609,45,0,7
510.9821912,760.5657258,921,7,3,9
514.4924837,760.5657258,877,322,15,9
518.0027762,760.5657258,992,61,14,9
521.5130687,760.5657258,1103,351,1,9
525.0233612,760.5657258,1101,53,0,9
528.5336537,760.5657258,977,112,4,9
532.0439462,760.5657258,936,242,16,9
535.5542387,760.5657258,1036,-1,0,9
539.0645312,760.5657258,1097,-1,0,9
542.5748237,760.5657258,1097,-1,0,9
546.0851162,760.5657258,1168,189,5,1
549.5954087,760.5657258,1222,36,3,1
553.1057012,760.5657258,978,77,8,1
556.6159937,760.5657258,1097,217,0,7
560.1262862,760.5657258,1243,156,14,7
563.6365787,760.5657258,1133,106,12,1
567.1468712,760.5657258,1231,194,7,7
570.6571637,760.5657258,1379,249,13,6
574.1674562,760.5657258,1709,303,1,6
577.6777487,760.5657258,1832,311,1,7
581.1880412,760.5657258,1950,308,0,7
584.6983337,760.5657258,1630,24,12,6
588.2086262,760.5657258,1597,242,13,6
591.7189187,760.5657258,1767,98,4,4
595.2292112,760.5657258,1845,196,6,4
598.7395037,760.5657258,1641,180,17,7
602.2497962,760.5657258,1840,129,4,6
605.7600887,760.5657258,1563,310,8,6
609.2703812,760.5657258,1523,324,9,6
612.7806737,760.5657258,1444,17,9,2
616.2909662,760.5657258,1530,47,6,5
619.8012587,760.5657258,1471,161,12,5
623.3115512,760.5657258,1653,310,21,6
626.8218437,760.5657258,2053,188,14,6
630.3321362,760.5657258,2243,181,19,4
633.8424287,760.5657258,2084,236,17,4
637.3527212,760.5657258,1828,135,0,6
640.8630137,760.5657258,1820,222,15,6
644.3733062,760.5657258,1818,223,10,6
647.8835987,760.5657258,2412,201,23,3
651.3938912,760.5657258,2334,229,28,3
654.9041837,760.5657258,2389,136,25,3
658.4144762,760.5657258,2197,324,29,3
661.9247687,760.5657258,1452,114,12,7
665.4350612,760.5657258,1173,84,3,7
668.9453537,760.5657258,1095,85,0,7
672.4556462,760.5657258,1055,66,0,1
675.9659387,760.5657258,1026,56,0,1
679.4762312,760.5657258,1027,0,0,1
682.9865237,760.5657258,1036,-1,0,1
686.4968162,760.5657258,1036,274,1,1
690.0071087,760.5657258,1035,-1,0,7
693.5174012,760.5657258,1101,255,13,7
697.0276937,760.5657258,1226,13,3,9
700.5379862,760.5657258,1105,79,3,9
704.0482787,760.5657258,975,66,3,9
707.5585712,760.5657258,906,5,1,9
711.0688637,760.5657258,853,-1,0,9
714.5791562,760.5657258,853,-1,0,1
718.0894487,760.5657258,842,307,1,1
721.5997412,760.5657258,853,-1,0,7
725.1100337,760.5657258,855,159,1,7
728.6203262,760.5657258,912,172,3,1
732.1306187,760.5657258,983,194,3,7
735.6409112,760.5657258,1039,220,8,1
739.1512037,760.5657258,1141,118,9,1
742.6614962,760.5657258,1099,133,3,1
746.1717887,760.5657258,1048,176,3,1
749.6820812,760.5657258,974,57,20,1
753.1923737,760.5657258,948,111,13,1
756.7026662,760.5657258,1107,140,5,8
760.2129587,760.5657258,1205,152,5,1
763.7232512,760.5657258,922,77,7,8
767.2335437,760.5657258,940,240,8,1
770.7438362,760.5657258,860,347,5,1
774.2541287,760.5657258,921,14,9,9
777.7644212,760.5657258,853,304,0,1
781.2747137,760.5657258,965,259,4,1
784.7850062,760.5657258,1038,121,28,9
788.2952987,760.5657258,837,309,25,1
791.8055912,760.5657258,1030,336,24,1
795.3158837,760.5657258,1319,241,21,5
798.8261762,760.5657258,1184,287,18,5
802.3364687,760.5657258,2170,275,10,2
805.8467612,760.5657258,2037,115,23,4
482.8998512,758.0212608,799,91,18,8
486.4101437,758.0212608,609,128,0,9
489.9204362,758.0212608,613,317,5,7
493.4307287,758.0212608,684,353,7,7
496.9410212,758.0212608,716,0,4,7
500.4513137,758.0212608,979,353,18,8
503.9616062,758.0212608,887,92,10,8
507.4718987,758.0212608,896,75,25,1
510.9821912,758.0212608,816,207,8,9
514.4924837,758.0212608,1219,-1,0,9
518.0027762,758.0212608,1094,345,4,7
521.5130687,758.0212608,1158,135,0,7
525.0233612,758.0212608,1158,-1,0,9
528.5336537,758.0212608,1099,250,7,9
532.0439462,758.0212608,1097,58,5,9
535.5542387,758.0212608,1092,44,8,9
539.0645312,758.0212608,1097,-1,0,9
542.5748237,758.0212608,1099,200,1,9
546.0851162,758.0212608,1225,287,5,9
549.5954087,758.0212608,1254,268,4,1
553.1057012,758.0212608,1242,18,12,8
556.6159937,758.0212608,988,359,13,7
560.1262862,758.0212608,975,135,0,1
563.6365787,758.0212608,978,214,9,1
567.1468712,758.0212608,1157,228,2,1
570.6571637,758.0212608,1243,284,7,5
574.1674562,758.0212608,1648,230,12,6
577.6777487,758.0212608,1705,181,34,8
581.1880412,758.0212608,1950,291,2,8
584.6983337,758.0212608,2057,183,13,6
588.2086262,758.0212608,1762,78,28,4
591.7189187,758.0212608,1995,17,21,4
595.2292112,758.0212608,1892,66,3,7
598.7395037,758.0212608,1751,44,8,7
602.2497962,758.0212608,1756,279,6,6
605.7600887,758.0212608,1742,249,10,6
609.2703812,758.0212608,1702,226,9,2
612.7806737,758.0212608,1446,140,15,8
616.2909662,758.0212608,1457,39,12,7
619.8012587,758.0212608,1548,203,15,5
623.3115512,758.0212608,1632,307,11,6
626.8218437,758.0212608,1767,333,1,6
630.3321362,758.0212608,1752,258,10,6
633.8424287,758.0212608,1685,130,11,6
637.3527212,758.0212608,1829,239,0,6
640.8630137,758.0212608,1705,29,27,5
644.3733062,758.0212608,1943,60,17,6
647.8835987,758.0212608,2024,94,21,4
651.3938912,758.0212608,2157,183,25,4
654.9041837,758.0212608,2375,45,3,3
658.4144762,758.0212608,2154,301,33,3
661.9247687,758.0212608,1641,135,24,7
665.4350612,758.0212608,1274,31,11,7
668.9453537,758.0212608,1119,43,3,1
672.4556462,758.0212608,1065,90,0,1
675.9659387,758.0212608,1040,40,1,1
679.4762312,758.0212608,1042,333,0,1
682.9865237,758.0212608,1038,45,0,1
686.4968162,758.0212608,1036,-1,0,1
690.0071087,758.0212608,1040,309,1,7
693.5174012,758.0212608,1114,17,6,7
697.0276937,758.0212608,1097,219,1,9
700.5379862,758.0212608,1135,177,9,9
704.0482787,758.0212608,1040,90,1,9
707.5585712,758.0212608,975,-1,0,8
711.0688637,758.0212608,914,36,0,8
714.5791562,758.0212608,914,45,0,9
718.0894487,758.0212608,855,298,4,7
721.5997412,758.0212608,853,-1,0,7
725.1100337,758.0212608,853,297,0,7
728.6203262,758.0212608,874,342,4,9
732.1306187,758.0212608,862,40,4,9
735.6409112,758.0212608,863,214,13,1
739.1512037,758.0212608,791,239,5,1
742.6614962,758.0212608,967,170,9,1
746.1717887,758.0212608,973,322,0,1
749.6820812,758.0212608,986,135,4,1
753.1923737,758.0212608,792,211,0,1
756.7026662,758.0212608,915,207,1,1
760.2129587,758.0212608,1018,92,18,8
763.7232512,758.0212608,1064,82,10,8
767.2335437,758.0212608,854,46,5,1
770.7438362,758.0212608,971,11,1,1
774.2541287,758.0212608,974,90,0,9
777.7644212,758.0212608,1037,349,0,1
781.2747137,758.0212608,1038,310,2,9
784.7850062,758.0212608,618,-1,0,9
788.2952987,758.0212608,1019,288,14,1
791.8055912,758.0212608,1277,291,1,9
795.3158837,758.0212608,1627,30,26,6
798.8261762,758.0212608,1422,63,39,7
802.3364687,758.0212608,2099,241,16,2
472.3689737,755.4767958,1219,232,0,9
475.8792662,755.4767958,932,162,16,9
486.4101437,755.4767958,1205,235,17,9
489.9204362,755.4767958,670,135,0,7
493.4307287,755.4767958,852,127,9,7
496.9410212,755.4767958,884,240,3,9
500.4513137,755.4767958,1152,327,4,9
503.9616062,755.4767958,1056,45,4,9
507.4718987,755.4767958,790,168,12,9
510.9821912,755.4767958,730,15,0,9
514.4924837,755.4767958,1117,244,23,9
518.0027762,755.4767958,1146,111,8,9
521.5130687,755.4767958,1255,324,2,1
525.0233612,755.4767958,1222,67,0,9
528.5336537,755.4767958,1210,323,7,9
532.0439462,755.4767958,1219,-1,0,9
535.5542387,755.4767958,1155,5,2,9
539.0645312,755.4767958,1066,241,8,9
542.5748237,755.4767958,1156,309,1,9
546.0851162,755.4767958,1163,337,3,1
549.5954087,755.4767958,1229,271,6,1
553.1057012,755.4767958,1465,162,3,6
556.6159937,755.4767958,1354,81,10,7
560.1262862,755.4767958,1036,-1,0,1
563.6365787,755.4767958,1073,103,4,1
567.1468712,755.4767958,1083,251,8,1
570.6571637,755.4767958,1097,135,0,5
574.1674562,755.4767958,1258,211,7,5
577.6777487,755.4767958,1392,194,5,6
581.1880412,755.4767958,1461,315,6,6
584.6983337,755.4767958,1856,332,9,6
588.2086262,755.4767958,1889,0,0,3
591.7189187,755.4767958,1942,266,17,4
595.2292112,755.4767958,1956,80,9,4
598.7395037,755.4767958,1884,311,5,4
602.2497962,755.4767958,1797,29,6,4
605.7600887,755.4767958,1697,129,5,6
609.2703812,755.4767958,1589,66,5,6
612.7806737,755.4767958,1463,82,0,5
616.2909662,755.4767958,1641,206,10,5
619.8012587,755.4767958,1585,39,12,6
623.3115512,755.4767958,1510,22,11,6
626.8218437,755.4767958,1525,317,7,8
630.3321362,755.4767958,1686,225,12,6
633.8424287,755.4767958,1816,47,22,5
637.3527212,755.4767958,1580,137,11,5
640.8630137,755.4767958,1638,95,15,5
644.3733062,755.4767958,1643,291,4,6
647.8835987,755.4767958,1769,112,25,6
651.3938912,755.4767958,1707,98,28,5
654.9041837,755.4767958,1890,231,23,6
658.4144762,755.4767958,2443,219,12,3
661.9247687,755.4767958,1877,87,29,8
665.4350612,755.4767958,1705,79,14,8
668.9453537,755.4767958,1403,38,1,5
672.4556462,755.4767958,1223,345,1,7
675.9659387,755.4767958,1237,279,21,7
679.4762312,755.4767958,1060,23,0,7
682.9865237,755.4767958,1053,11,0,1
686.4968162,755.4767958,1059,333,1,1
690.0071087,755.4767958,1069,292,3,7
693.5174012,755.4767958,1102,11,4,8
697.0276937,755.4767958,1168,101,17,9
700.5379862,755.4767958,1036,45,0,9
704.0482787,755.4767958,1036,-1,0,9
707.5585712,755.4767958,975,45,0,9
711.0688637,755.4767958,996,260,9,9
714.5791562,755.4767958,981,311,3,9
718.0894487,755.4767958,975,-1,0,9
721.5997412,755.4767958,923,54,2,9
725.1100337,755.4767958,952,328,9,9
728.6203262,755.4767958,974,349,0,9
732.1306187,755.4767958,1059,321,9,1
735.6409112,755.4767958,1038,47,3,1
739.1512037,755.4767958,977,55,1,1
742.6614962,755.4767958,752,232,19,9
746.1717887,755.4767958,798,171,2,7
749.6820812,755.4767958,870,225,12,8
753.1923737,755.4767958,792,18,0,7
756.7026662,755.4767958,731,211,1,1
760.2129587,755.4767958,843,172,11,7
763.7232512,755.4767958,855,234,11,1
767.2335437,755.4767958,968,185,7,1
770.7438362,755.4767958,975,303,9,9
774.2541287,755.4767958,1158,45,0,1
777.7644212,755.4767958,1044,247,19,1
781.2747137,755.4767958,982,153,28,9
784.7850062,755.4767958,718,10,17,1
788.2952987,755.4767958,1251,238,10,9
791.8055912,755.4767958,1689,316,10,9
795.3158837,755.4767958,1854,345,23,7
798.8261762,755.4767958,1976,18,20,4
472.3689737,752.9323308,1022,115,21,9
475.8792662,752.9323308,1093,27,6,9
479.3895587,752.9323308,916,319,11,8
482.8998512,752.9323308,609,292,3,8
486.4101437,752.9323308,1342,292,1,9
489.9204362,752.9323308,1176,84,17,7
493.4307287,752.9323308,792,135,0,7
496.9410212,752.9323308,955,338,7,7
500.4513137,752.9323308,1195,255,15,9
503.9616062,752.9323308,919,127,8,9
507.4718987,752.9323308,908,263,11,9
510.9821912,752.9323308,959,307,23,9
514.4924837,752.9323308,977,253,2,9
518.0027762,752.9323308,1150,227,7,9
521.5130687,752.9323308,1276,220,6,7
525.0233612,752.9323308,1279,70,2,9
528.5336537,752.9323308,1229,337,2,9
532.0439462,752.9323308,1252,0,1,9
535.5542387,752.9323308,1221,0,0,9
539.0645312,752.9323308,1097,-1,0,9
542.5748237,752.9323308,1168,242,2,1
546.0851162,752.9323308,1219,216,2,1
549.5954087,752.9323308,1288,32,8,1
553.1057012,752.9323308,1411,356,6,1
556.6159937,752.9323308,1374,120,10,5
560.1262862,752.9323308,1162,19,5,7
563.6365787,752.9323308,1194,343,9,1
567.1468712,752.9323308,1167,42,11,7
570.6571637,752.9323308,1219,272,15,7
574.1674562,752.9323308,1371,174,9,5
577.6777487,752.9323308,1398,321,3,6
581.1880412,752.9323308,1606,282,10,6
584.6983337,752.9323308,1880,321,9,6
588.2086262,752.9323308,2142,86,8,3
591.7189187,752.9323308,1966,76,9,3
595.2292112,752.9323308,2192,117,12,4
598.7395037,752.9323308,2091,77,21,4
602.2497962,752.9323308,1954,34,3,4
605.7600887,752.9323308,1798,53,6,6
609.2703812,752.9323308,1630,22,7,6
612.7806737,752.9323308,1617,76,18,6
616.2909662,752.9323308,1545,51,11,6
619.8012587,752.9323308,1524,-1,0,6
623.3115512,752.9323308,1783,339,7,6
626.8218437,752.9323308,1659,7,17,8
630.3321362,752.9323308,1645,208,1,6
633.8424287,752.9323308,1651,22,14,6
637.3527212,752.9323308,1512,21,23,5
640.8630137,752.9323308,1463,197,3,5
644.3733062,752.9323308,1704,241,8,5
647.8835987,752.9323308,1587,66,7,5
651.3938912,752.9323308,1463,300,9,7
654.9041837,752.9323308,1670,194,15,5
658.4144762,752.9323308,1976,249,16,6
661.9247687,752.9323308,2316,196,1,3
665.4350612,752.9323308,1985,27,19,8
668.9453537,752.9323308,1871,22,13,5
672.4556462,752.9323308,1473,28,12,7
675.9659387,752.9323308,1341,108,0,7
679.4762312,752.9323308,1280,31,14,7
682.9865237,752.9323308,1067,135,0,7
686.4968162,752.9323308,1170,261,8,7
690.0071087,752.9323308,1133,279,6,1
693.5174012,752.9323308,1280,34,3,9
697.0276937,752.9323308,1313,349,15,9
700.5379862,752.9323308,1087,5,2,9
704.0482787,752.9323308,1036,342,0,9
707.5585712,752.9323308,1036,0,0,9
711.0688637,752.9323308,1055,333,2,9
714.5791562,752.9323308,1038,53,1,9
718.0894487,752.9323308,1088,211,3,9
721.5997412,752.9323308,1054,57,5,9
725.1100337,752.9323308,1069,47,5,1
728.6203262,752.9323308,1106,29,7,1
732.1306187,752.9323308,1328,239,13,1
735.6409112,752.9323308,1354,46,22,1
739.1512037,752.9323308,1212,112,12,1
742.6614962,752.9323308,918,74,2,1
746.1717887,752.9323308,787,61,4,7
749.6820812,752.9323308,788,267,2,7
753.1923737,752.9323308,732,124,0,1
756.7026662,752.9323308,692,225,1,1
760.2129587,752.9323308,719,213,4,7
763.7232512,752.9323308,615,165,4,1
767.2335437,752.9323308,633,59,14,1
770.7438362,752.9323308,971,250,24,9
774.2541287,752.9323308,984,307,26,9
777.7644212,752.9323308,619,146,9,9
781.2747137,752.9323308,800,17,21,9
784.7850062,752.9323308,1248,65,27,9
788.2952987,752.9323308,952,277,18,9
791.8055912,752.9323308,1401,289,21,9
795.3158837,752.9323308,1915,338,28,4
798.8261762,752.9323308,2046,225,17,4
468.8586812,750.3878658,1341,99,5,7
472.3689737,750.3878658,1141,267,16,7
475.8792662,750.3878658,1316,78,7,7
479.3895587,750.3878658,839,104,9,8
482.8998512,750.3878658,682,272,13,9
486.4101437,750.3878658,1292,61,27,1
489.9204362,750.3878658,1349,50,18,7
493.4307287,750.3878658,999,280,13,7
496.9410212,750.3878658,1032,89,8,7
500.4513137,750.3878658,1243,280,19,7
503.9616062,750.3878658,938,58,6,9
507.4718987,750.3878658,846,298,3,9
510.9821912,750.3878658,1075,100,6,9
514.4924837,750.3878658,1155,20,5,1
518.0027762,750.3878658,1199,24,8,1
521.5130687,750.3878658,1274,250,10,7
525.0233612,750.3878658,1299,52,8,1
528.5336537,750.3878658,1303,331,5,7
532.0439462,750.3878658,1334,22,2,1
535.5542387,750.3878658,1286,51,1,7
539.0645312,750.3878658,1144,88,2,1
542.5748237,750.3878658,1103,225,3,1
546.0851162,750.3878658,1158,-1,0,1
549.5954087,750.3878658,1283,190,8,1
553.1057012,750.3878658,1458,273,4,7
556.6159937,750.3878658,1307,58,10,5
560.1262862,750.3878658,1278,257,4,5
563.6365787,750.3878658,1433,324,8,6
567.1468712,750.3878658,1320,48,15,5
570.6571637,750.3878658,1036,225,0,7
574.1674562,750.3878658,1268,191,14,5
577.6777487,750.3878658,1479,255,5,5
581.1880412,750.3878658,1526,215,10,6
584.6983337,750.3878658,1800,217,6,6
588.2086262,750.3878658,1779,203,23,6
591.7189187,750.3878658,2197,125,6,7
595.2292112,750.3878658,2081,58,9,3
598.7395037,750.3878658,2292,19,13,3
602.2497962,750.3878658,2146,98,22,3
605.7600887,750.3878658,2026,47,22,4
609.2703812,750.3878658,1744,323,7,4
612.7806737,750.3878658,1625,332,13,6
616.2909662,750.3878658,1643,24,5,6
619.8012587,750.3878658,1647,98,1,6
623.3115512,750.3878658,1683,230,11,6
626.8218437,750.3878658,1657,219,17,6
630.3321362,750.3878658,1590,227,12,5
633.8424287,750.3878658,1758,167,7,6
637.3527212,750.3878658,1696,87,11,5
640.8630137,750.3878658,1456,66,16,5
644.3733062,750.3878658,1448,179,10,5
647.8835987,750.3878658,1411,162,10,7
651.3938912,750.3878658,1462,106,2,7
654.9041837,750.3878658,1464,173,4,7
658.4144762,750.3878658,1614,223,15,5
661.9247687,750.3878658,1737,209,18,6
665.4350612,750.3878658,1989,74,14,6
668.9453537,750.3878658,1644,141,18,7
672.4556462,750.3878658,1463,57,1,7
675.9659387,750.3878658,1311,75,8,7
679.4762312,750.3878658,1178,52,7,7
682.9865237,750.3878658,1079,112,5,7
686.4968162,750.3878658,1097,-1,0,1
690.0071087,750.3878658,1316,280,7,9
693.5174012,750.3878658,1464,55,1,9
697.0276937,750.3878658,1443,21,9,9
700.5379862,750.3878658,1276,61,13,9
704.0482787,750.3878658,1172,17,7,9
707.5585712,750.3878658,1220,338,0,9
711.0688637,750.3878658,1171,232,5,9
714.5791562,750.3878658,1158,-1,0,9
718.0894487,750.3878658,1135,288,10,9
721.5997412,750.3878658,1290,17,12,9
725.1100337,750.3878658,1207,316,8,7
728.6203262,750.3878658,1280,225,0,1
732.1306187,750.3878658,1324,329,9,1
735.6409112,750.3878658,1411,99,11,1
739.1512037,750.3878658,1156,107,3,1
742.6614962,750.3878658,1042,16,4,1
746.1717887,750.3878658,966,58,11,7
749.6820812,750.3878658,790,322,3,7
753.1923737,750.3878658,770,90,10,7
756.7026662,750.3878658,624,64,4,7
760.2129587,750.3878658,618,-1,0,7
763.7232512,750.3878658,841,339,14,1
767.2335437,750.3878658,1085,129,14,9
770.7438362,750.3878658,614,179,3,1
774.2541287,750.3878658,683,49,19,9
777.7644212,750.3878658,1032,303,6,2
781.2747137,750.3878658,1029,258,21,1
784.7850062,750.3878658,1185,84,35,2
788.2952987,750.3878658,1041,312,4,9
791.8055912,750.3878658,1270,279,9,9
795.3158837,750.3878658,1620,193,17,6
798.8261762,750.3878658,1584,305,11,6
