lon,lat,yr,mo,day,size,elev,slope,aspect,dia,veg9
764.4915,816.1102,86,4,14,0.1,1463,2,302,13,1
569.3484,747.6836,86,5,20,0.2,1310,3,26,49,5
542.1684,700.3738,86,5,26,0.1,1707,2,168,55,6
640.6639,753.4609,86,5,28,5,1400,8,228,57,5
510.349,646.5631,86,5,29,11,1405,2,43,58,8
538.0058,741.0602,86,5,30,0.1,1404,2,252,59,1
693.5082,848.7706,86,5,31,0.1,904,6,24,60,1
512.8051,783.6724,86,6,1,0.3,1166,6,198,61,7
512.9819,783.6724,86,6,1,0.3,1210,6,198,61,7
555.5755,778.1065,86,6,2,0.1,1133,4,2,62,7
562.1365,731.9099,86,6,2,1.5,1721,3,125,62,6
567.6695,731.5426,86,6,2,0.7,1434,4,26,62,5
628.0691,686.4592,86,6,2,0.1,1598,4,192,62,5
571.832,684.6002,86,6,2,0.1,1538,2,225,62,5
525.746,680.8933,86,6,2,0.1,1724,3,214,62,5
582.9633,678.1104,86,6,2,0.5,1686,2,161,62,5
732.1035,770.3143,86,6,3,0.1,1327,1,229,63,5
690.0411,816.3217,86,6,4,0,1843,8,273,64,7
581.5649,808.908,86,6,4,2,1522,1,111,64,6
613.8487,722.6372,86,6,6,0.2,1734,6,67,66,6
559.6887,704.4257,86,6,6,0.1,1303,12,215,66,5
482.8015,698.3256,86,6,6,0.1,1405,3,159,66,7
508.8382,651.205,86,6,6,0.1,1505,0,141,66,7
526.4283,774.8227,86,6,7,0.8,1081,4,242,67,1
732.0266,887.2863,86,6,10,3,1047,6,51,70,1
506.5564,760.3403,86,6,10,0.1,664,7,280,70,7
734.8064,774.5778,86,6,11,0,1219,7,67,71,2
567.1286,766.229,86,6,11,0.1,1495,2,14,71,5
572.9431,654.9119,86,6,11,0.8,1646,3,40,71,7
470.0132,706.1178,86,6,12,0.1,1765,2,329,72,7
451.4676,720.4109,86,6,13,0.1,1623,9,15,73,5
681.811,863.42,86,6,14,0.1,1220,2,44,74,6
659.1189,842.2586,86,6,14,0.1,1036,3,195,74,6
572.7949,769.5685,86,6,14,0.1,1299,2,289,74,5
480.4022,699.4387,86,6,14,0.1,1463,1,141,74,7
634.7901,820.0397,86,6,17,0,1050,0,64,77,7
590.8069,805.19,86,6,18,0.5,1403,0,349,78,7
812.5938,793.6909,86,6,18,20,1815,3,240,78,6
818.9197,777.9173,86,6,18,0.1,1630,5,272,78,6
604.4839,736.5519,86,6,20,0.2,1279,2,260,80,5
576.6229,756.9563,86,6,21,22,1637,7,223,81,8
693.805,885.8949,86,6,22,26.3,890,14,301,82,6
714.6062,810.1992,86,6,24,50,1513,20,288,84,1
598.0728,797.7763,86,6,24,0.2,1389,2,290,84,5
765.4399,795.1714,86,6,24,14,2012,6,104,84,4
574.6078,772.5407,86,6,24,5,1516,2,227,84,6
608.3085,723.5611,86,6,24,0.1,1853,8,52,84,6
628.0593,687.3831,86,6,24,2.2,1701,5,186,84,6
594.9508,678.1104,86,6,24,0.1,1707,8,77,84,6
589.7836,677.9211,86,6,24,0.6,1821,1,212,84,6
608.7964,677.1753,86,6,24,0.1,1828,3,208,84,6
533.1782,675.3274,86,6,24,0.6,1713,2,36,84,5
496.0245,661.0343,86,6,24,0.1,1844,2,139,84,5
524.1508,647.5316,86,6,24,0.1,1393,0,74,84,7
519.7202,630.0548,86,6,24,0.2,1585,1,64,84,2
726.8842,787.9358,86,6,25,0.1,1811,8,177,85,4
678.8839,740.6372,86,6,25,106,1219,5,333,85,9
497.4542,667.6577,86,6,25,0.1,1783,8,65,85,7
555.1176,664.474,86,6,25,0.1,1463,1,77,85,7
477.3716,734.6372,86,6,26,0.8,1043,8,120,86,9
552.6978,686.782,86,6,26,0.1,1426,0,45,86,1
617.5216,723.5611,86,6,27,0.1,1699,0,98,87,6
651.1521,834.8782,86,6,28,0.1,1578,14,62,88,2
520.9474,797.7763,86,6,28,0,1585,0,225,88,7
568.7609,784.7856,86,6,28,0.2,1360,7,191,88,5
568.9965,784.4627,86,6,28,0.1,1341,10,182,88,5
570.8754,777.3607,86,6,28,0.1,1436,5,38,88,5
649.352,775.1344,86,6,28,0,1601,7,92,88,5
544.4784,766.7856,86,6,28,0.1,975,5,252,88,7
656.1497,767.8876,86,6,28,0.1,1345,23,34,88,7
540.0571,760.3514,86,6,28,0.1,1104,1,241,88,9
537.9421,747.4943,86,6,28,0.1,1188,3,19,88,1
649.0659,737.665,86,6,28,0,1641,5,269,88,7
567.6371,734.6929,86,6,28,0.2,1385,3,324,88,5
649.492,732.4665,86,6,28,0,1545,2,204,88,6
697.48,909.8281,86,6,29,0.2,1597,7,263,89,7
750.3929,887.2863,86,6,29,2,1157,3,95,89,2
555.7007,768.3885,86,6,29,0.1,1363,2,237,89,2
647.4315,748.652,86,6,30,0.1,1325,1,178,90,7
741.1765,712.4294,86,6,30,0.1,875,13,240,90,9
695.5201,917.4421,86,7,1,0,854,12,335,91,6
730.3211,911.4978,86,7,2,0.1,1326,1,227,92,2
510.9215,752.3144,86,7,6,0.1,790,4,324,96,9
810.8155,801.2939,86,7,8,0.1,1600,13,38,98,7
756.9267,797.9544,86,7,8,0.1,2360,5,264,98,5
758.5834,797.9544,86,7,8,0.1,2264,10,130,98,4
801.3108,796.8412,86,7,8,0.1,1111,23,98,98,2
801.3136,796.6631,86,7,8,0.1,1154,22,109,98,2
533.1357,778.0397,86,7,8,1,908,13,339,98,7
534.0424,773.6538,86,7,8,1,1120,6,134,98,7
660.6565,766.2847,86,7,8,0.1,1208,9,60,98,6
659.3173,758.4368,86,7,8,1,1834,9,51,98,4
523.4405,730.986,86,7,8,0.1,1450,3,350,98,5
575.0513,730.986,86,7,8,0.1,1643,4,182,98,6
573.2237,729.127,86,7,8,0.2,1589,7,117,98,6
578.811,723.5611,86,7,8,0.5,1241,4,147,98,5
554.0112,713.7318,86,7,8,144,988,1,305,98,8
641.49,706.8636,86,7,8,0.2,1664,7,69,98,2
646.3291,703.5241,86,7,8,0,1524,10,274,98,7
613.2487,692.9489,86,7,8,0.1,2016,5,61,98,8
610.7802,681.2607,86,7,8,0.3,1674,4,51,98,6
610.4302,679.7801,86,7,8,0.2,1806,7,85,98,6
746.7804,859.7354,86,7,9,5,1075,13,281,99,1
654.1129,791.8319,86,7,9,1,1510,4,165,99,6
784.7094,786.8227,86,7,9,0.8,1339,10,266,99,6
782.0123,782.5592,86,7,9,0.1,1214,9,96,99,2
618.7642,744.9006,86,7,9,0.3,1535,3,163,99,5
719.6656,923.008,86,7,10,0.1,1312,1,69,100,2
699.0923,889.0563,86,7,12,1,766,14,353,102,6
741.4987,850.4626,86,7,12,0.1,1462,4,110,102,2
695.9678,912.8002,86,7,13,0.1,975,18,11,103,6
576.1725,744.2773,86,7,14,0.1,1097,4,16,104,7
693.1964,869.932,86,7,15,0.1,1280,1,205,105,7
694.6875,912.2436,86,7,18,0,1172,16,348,108,6
629.3175,816.3217,86,7,18,0.1,1036,2,158,108,7
634.693,814.6965,86,7,18,0.1,977,4,13,108,7
751.0356,814.4738,86,7,19,0.1,1503,0,114,109,1
596.4631,777.5499,86,7,19,2,1623,5,357,109,6
547.2323,716.9489,86,7,19,1,993,5,183,109,8
696.8162,739.0342,86,7,21,58,1418,9,19,111,7
646.0641,813.0824,86,7,22,0.1,1237,3,271,112,2
557.824,779.6427,86,7,22,0.1,967,1,332,112,1
691.0045,743.9322,86,7,22,2,1194,2,323,112,9
640.5481,801.4831,86,7,23,0.1,1527,5,348,113,6
538.7627,669.7616,86,7,23,0.5,1713,1,232,113,7
810.4347,790.5406,86,7,25,6,1471,6,340,115,1
807.7833,806.4924,86,7,26,0.1,834,7,319,116,8
556.241,715.3459,86,7,26,3,988,2,41,116,7
714.4118,784.7856,86,7,27,0.1,1695,8,193,117,6
563.9926,730.986,86,7,27,0.3,1586,5,291,117,6
588.2317,805.3792,86,7,28,2,1401,1,241,118,7
521.9834,786.088,86,7,28,0.1,1372,0,164,118,5
698.7578,824.4924,86,7,29,0.2,1161,16,232,119,6
526.1709,790.3514,86,7,29,0.1,1467,3,116,119,7
723.3119,853.6574,86,7,30,0.8,1324,3,246,120,5
517.9095,731.1641,86,7,30,0.2,1568,5,40,120,5
591.7562,802.407,86,7,31,0.1,1402,2,184,121,7
538.7129,675.3274,86,7,31,1,1707,2,67,121,7
723.0104,873.1825,86,8,1,483,888,16,248,122,8
763.5921,807.7948,86,8,1,0.5,1574,1,265,122,8
765.8319,805.7466,86,8,1,0.1,1707,1,350,122,1
766.401,804.6334,86,8,1,0.1,1768,2,65,122,2
725.2857,797.0304,86,8,1,158,2045,8,49,122,3
769.3057,795.1714,86,8,1,30,1707,3,318,122,1
722.5798,793.1343,86,8,1,28,2450,9,296,122,3
571.8509,728.2031,86,8,1,0.1,1700,4,120,122,6
516.2713,709.6465,86,8,1,8,1414,8,60,122,7
693.4369,853.6574,86,8,2,29,1084,1,211,123,5
810.2811,800.1807,86,8,2,0.1,2005,7,38,123,8
751.2495,783.6724,86,8,2,1,2052,9,162,123,5
731.9185,783.4831,86,8,2,2,2079,8,98,123,5
756.7843,782.9266,86,8,2,0.1,2015,7,111,123,5
751.2871,781.0787,86,8,2,0.2,1458,12,247,123,1
627.9553,777.3607,86,8,2,6411,2065,5,69,123,3
646.787,773.4646,86,8,2,25,2038,19,51,123,4
653.8975,769.4906,86,8,2,0.1,1463,6,15,123,7
613.3784,764.3811,86,8,2,0.1,1631,4,231,123,4
495.1874,753.9173,86,8,2,2995,981,6,309,123,9
622.693,755.0973,86,8,2,2,1477,5,12,123,5
585.8709,753.2494,86,8,2,4,2124,0,264,123,6
602.4584,752.6928,86,8,2,0.1,1900,3,100,123,4
595.0894,752.3144,86,8,2,343,2006,4,348,123,4
698.3159,751.3904,86,8,2,5,1261,6,49,123,9
587.7776,747.6836,86,8,2,0.2,1765,8,271,123,6
587.7776,747.6836,86,8,2,0.2,1765,8,271,123,6
588.6952,747.6836,86,8,2,83,1791,6,267,123,6
663.1261,748.0509,86,8,2,150,1587,5,192,123,5
585.9514,745.8246,86,8,2,5,1406,6,232,123,5
580.6723,744.2773,86,8,2,39,1219,2,3.01,123,7
578.5971,743.9656,86,8,2,30,1096,5,20,123,7
584.1251,743.9656,86,8,2,0.3,1220,3,210,123,7
585.9914,742.1177,86,8,2,5,1160,0,117,123,7
640.9109,741.9285,86,8,2,6720,1462,0,219,123,7
674.4059,740.6372,86,8,2,110,1159,3,17,123,1
574.974,738.3997,86,8,2,0.1,1497,5,298,123,5
661.6051,736.73,86,8,2,0.1,1619,2,252,123,6
551.0502,734.6929,86,8,2,0.2,1768,4,114,123,6
655.3642,735.2494,86,8,2,2,1647,2,132,123,5
519.7406,732.8339,86,8,2,4,1449,3,32,123,7
653.5285,734.3255,86,8,2,4330,1628,3,103,123,5
632.1915,730.986,86,8,2,0.2,1400,1,209,123,5
691.167,731.0194,86,8,2,400,1419,4,28,123,7
691.1675,730.986,86,8,2,1960,1419,4,28,123,7
602.7182,729.127,86,8,2,0.3,1586,1,71,123,6
674.602,729.127,86,8,2,0,1603,3,168,123,5
634.8064,727.6465,86,8,2,305,1404,2,139,123,7
658.8806,727.8135,86,8,2,0.1,1381,0,131,123,7
637.7635,727.268,86,8,2,16,1219,3,120,123,5
678.3118,726.9007,86,8,2,0.2,1405,3,152,123,7
636.8536,725.5983,86,8,2,3,1226,1,94,123,7
680.1764,725.4535,86,8,2,2,1293,9,204,123,7
680.1768,725.4201,86,8,2,2500,1293,9,191,123,7
729.9454,725.4535,86,8,2,20,940,10,39,123,1
649.9599,724.6075,86,8,2,400,1161,0,210,123,1
624.0076,721.1456,86,8,2,0.1,1937,4,102,123,6
676.8743,721.4016,86,8,2,0.1,1392,5,42,123,5
709.7765,719.8877,86,8,2,1,1648,6,190,123,1
634.3493,718.1957,86,8,2,0.1,1334,1,93,123,7
711.5702,717.9953,86,8,2,1,1594,5,107,123,1
603.4637,715.3459,86,8,2,0.1,1341,2,307,123,5
467.3944,711.127,86,8,2,1.5,1848,4,233,123,7
636.6488,713.3868,86,8,2,0.1,1342,0,336,123,7
570.7766,710.8933,86,8,2,0.1,1290,4,342,123,7
636.6668,711.7838,86,8,2,0.1,1401,5,8.01,123,7
573.0113,710.8933,86,8,2,0.1,1282,8,349,123,7
622.0866,710.7597,86,8,2,0.1,1743,7,115,123,6
606.6304,707.7875,86,8,2,902,1692,10,215,123,6
615.8671,706.8636,86,8,2,0.1,1778,10,256,123,4
621.3988,706.8636,86,8,2,0.1,2012,2,217,123,4
593.1293,706.0398,86,8,2,0.1,1603,10,1.01,123,7
627.3057,705.9397,86,8,2,0.5,2233,1,260,123,4
602.9756,705.0046,86,8,2,0.1,1818,14,222,123,6
650.7358,705.1938,86,8,2,645,1401,2,112,123,7
588.2371,704.0807,86,8,2,0.3,2028,11,24,123,6
619.5813,704.0807,86,8,2,3,1950,8,227,123,5
590.0927,702.2217,86,8,2,0.1,2042,19,305,123,4
595.6249,702.2217,86,8,2,0.1,2427,10,82,123,4
574.4349,701.2977,86,8,2,0.2,1887,7,203,123,7
576.2808,700.3738,86,8,2,0.1,1813,7,320,123,7
610.4042,700.3738,86,8,2,1,2224,7,167,123,3
634.3906,698.5148,86,8,2,0.2,2021,6,135,123,6
588.3031,697.5909,86,8,2,2,2073,5,114,123,8
567.1003,696.6558,86,8,2,1,1454,5,284,123,5
588.3126,696.6558,86,8,2,0.1,2145,5,156,123,8
599.378,696.6558,86,8,2,0.1,2084,0,242,123,7
602.1475,696.3441,86,8,2,2,2071,9,73,123,6
564.2419,694.73,86,8,2,0.1,1279,6,1.01,123,7
587.4017,694.8079,86,8,2,0.1,1931,5,137,123,6
601.2339,694.8079,86,8,2,0.5,2108,4,137,123,7
555.1518,692.9489,86,8,2,496,1522,2,220,123,5
563.4692,691.09,86,8,2,0.2,1646,5,189,123,5
555.1781,690.166,86,8,2,1,1498,1,168,123,5
562.5485,690.166,86,8,2,0.1,1583,3,186,123,5
562.5485,690.166,86,8,2,40.1,1583,3,186,123,5
561.5323,689.9656,86,8,2,50,1523,3,185,123,7
609.5815,690.166,86,8,2,23,1707,11,256,123,8
591.1539,689.2421,86,8,2,6,1537,0,183,123,5
557.0328,688.307,86,8,2,0.1,1438,0,-0.996,123,7
590.2337,688.307,86,8,2,0.1,1525,0,144,123,5
617.901,688.307,86,8,2,0.2,1665,3,117,123,6
578.2572,687.3831,86,8,2,2,1523,1,17,123,5
585.639,687.3831,86,8,2,0.2,1643,4,330,123,5
605.0065,687.3831,86,8,2,0.3,1764,5,252,123,6
582.8813,686.4592,86,8,2,0.5,1599,4,24,123,6
588.4243,685.5241,86,8,2,0.1,1638,7,58,123,5
607.8019,684.6002,86,8,2,0.1,1889,6,88,123,6
490.6945,681.9953,86,8,2,4,1584,4,215,123,7
588.4702,680.8933,86,8,2,0.2,1646,1,241,123,6
582.9452,679.9582,86,8,2,3,1698,7,89,123,5
585.7124,679.9582,86,8,2,0.1,1581,6,289,123,6
577.4199,679.0343,86,8,2,1,1813,8,79,123,6
584.2382,679.0343,86,8,2,2,1702,7,269,123,5
536.8478,677.1753,86,8,2,0.1,1789,1,220,123,5
538.7129,675.3274,86,8,2,3,1707,2,67,123,7
540.5504,675.3274,86,8,2,0.1,1692,2,68,123,7
601.4505,673.4685,86,8,2,0.1,1545,4,79,123,5
656.4418,851.5758,86,8,3,0.2,1442,4,228,124,7
695.8031,848.7706,86,8,3,0.1,860,7,325,124,1
753.1322,781.0787,86,8,3,0.2,1822,6,199,124,1
622.7124,753.4275,86,8,3,0.1,1673,4,31,124,6
513.1918,750.7114,86,8,3,0.8,933,5,347,124,9
652.1189,731.0194,86,8,3,0.1,1542,4,170,124,7
640.9829,726.2105,86,8,3,3,1198,11,228,124,7
575.3162,705.0046,86,8,3,0.1,2059,8,74,124,3
578.0914,704.0807,86,8,3,0.2,1954,10,14,124,3
602.114,699.5723,86,8,3,0.1,1769,5,52,124,8
601.186,699.4387,86,8,3,0.6,1979,14,80,124,8
595.6631,698.5148,86,8,3,0.2,2130,5,168,124,6
604.8913,698.5148,86,8,3,0.1,1756,16,246,124,6
593.8453,696.6558,86,8,3,0.1,1940,6,148,124,7
602.1634,694.8079,86,8,3,0.1,2170,9,92,124,6
554.8812,689.9656,86,8,3,3,1479,1,168,124,5
576.418,686.4592,86,8,3,5,1523,6,338,124,5
605.0159,686.4592,86,8,3,0.1,1719,5,250,124,6
590.3444,677.1753,86,8,3,0.3,1769,5,188,124,6
602.1475,696.3441,86,8,4,0.1,2071,9,73,125,6
554.9412,683.5872,86,8,4,1,1435,2,308,125,1
562.311,792.6779,86,8,6,0.1,1061,3,2,127,7
575.0706,729.127,86,8,7,0.3,1646,4,166,128,6
574.1124,726.6001,86,8,7,0.8,1579,3,149,128,6
616.7353,711.5055,86,8,7,0.1,2014,6,4,128,7
613.0615,710.5704,86,8,7,0.1,1876,6,244,128,6
569.7843,705.0046,86,8,7,0.1,2004,3,306,128,3
562.432,702.2217,86,8,7,2,1344,12,350,128,5
567.1003,696.6558,86,8,7,0.5,1454,5,284,128,5
765.4287,693.8395,86,8,7,5,695,5,12,128,1
590.215,690.166,86,8,7,0.1,1573,0,191,128,5
684.2707,852.0211,86,8,8,5,1076,1,79,129,2
676.4243,868.2734,86,8,9,0.1,1280,2,230,130,6
479.125,740.2587,86,8,9,3.5,893,6,67,130,7
563.9926,730.986,86,8,9,4,1586,5,291,130,6
758.0146,693.8395,86,8,9,1,736,3,16,130,9
791.7506,883.7576,86,8,10,4,1196,10,291,131,1
716.1063,877.5016,86,8,10,253,938,9,298,131,2
741.3681,877.5016,86,8,10,2,1341,0,113,131,2
743.688,875.8652,86,8,10,9548,1136,11,71,131,2
822.0392,875.5869,86,8,10,0.1,1159,9,176,131,1
723.4029,873.4719,86,8,10,800,720,11,352,131,8
723.0104,873.1825,86,8,10,1512,888,16,248,131,8
738.9243,871.7242,86,8,10,0.1,1341,2,293,131,6
766.8078,871.4237,86,8,10,1,1464,0,187,131,6
772.8886,870.4997,86,8,10,12,1584,5,222,131,1
754.7071,869.5758,86,8,10,1,1245,4,279,131,5
718.3278,868.6407,86,8,10,2800,924,9,273,131,5
723.2934,868.4626,86,8,10,0.1,1043,19,45,131,2
732.2379,868.4515,86,8,10,0.1,1310,3,21,131,2
711.6056,868.2956,86,8,10,2,1200,11,79,131,5
784.5151,867.7168,86,8,10,49,1566,1,326,131,2
770.565,866.971,86,8,10,0.5,1341,1,151,131,5
732.2636,866.8151,86,8,10,0.8,1323,1,322,131,2
738.9476,866.7929,86,8,10,1,1432,0,201,131,6
768.9227,866.2363,86,8,10,4,1370,0,214,131,5
740.8071,865.6797,86,8,10,0.1,1435,1,307,131,6
793.3729,865.6797,86,8,10,2,1456,15,120,131,2
771.3265,864.9339,86,8,10,0.1,1310,3,105,131,5
722.0717,864.7446,86,8,10,18,1286,6,57,131,6
767.4693,864.7446,86,8,10,2,1280,2,194,131,5
770.9778,864.0099,86,8,10,5,1332,1,347,131,5
745.4249,863.8207,86,8,10,39413,1218,2,270,131,2
716.9379,863.6315,86,8,10,126,1160,5,278,131,5
731.6638,862.1509,86,8,10,3,1040,11,45,131,5
719.9142,861.5944,86,8,10,50,1280,1,310,131,2
721.0172,861.5944,86,8,10,0.2,1282,1,89,131,2
782.793,861.227,86,8,10,0.1,1424,2,245,131,5
742.7116,861.0378,86,8,10,2,1458,6,92,131,5
754.5048,859.5572,86,8,10,0.4,992,0,297,131,1
783.9302,859.1788,86,8,10,10,1416,2,288,131,5
792.7579,859.0007,86,8,10,2061,865,12,0.00254,131,7
730.9877,858.8114,86,8,10,0.2,1402,1,125,131,1
787.261,857.8875,86,8,10,3,1524,3,123,131,6
796.4875,855.6612,86,8,10,130,547,9,37,131,1
709.4974,855.2827,86,8,10,15,1100,2,185,131,5
750.0022,853.4348,86,8,10,1040,1272,3,83,131,5
744.3126,853.2456,86,8,10,0.3,1403,11,102,131,5
745.6156,851.7651,86,8,10,40,1176,3,252,131,2
798.1014,846.9339,86,8,10,12230,1033,3,289,131,8
804.6912,838.2178,86,8,10,1,1681,10,43,131,6
716.7807,837.4719,86,8,10,35,1006,7,38,131,1
804.7159,836.7372,86,8,10,1.5,1748,3,353,131,6
693.2597,836.1807,86,8,10,0.1,1427,18,57,131,6
696.3857,835.9914,86,8,10,90,914,3,61,131,5
689.7798,834.8782,86,8,10,0.5,1379,3,23,131,6
653.0451,831.1714,86,8,10,250,1337,12,77,131,7
658.5637,831.1714,86,8,10,0.2,849,0,116,131,7
703.6452,830.0582,86,8,10,6,1772,4,14,131,4
649.4081,827.4534,86,8,10,0.2,1614,4,207,131,6
695.4304,825.6055,86,8,10,0.1,1562,16,85,131,2
634.7663,821.8875,86,8,10,2,1134,4,184,131,5
638.4424,821.8875,86,8,10,105,1100,5,256,131,7
691.8069,821.8875,86,8,10,0.2,1656,8,275,131,6
634.7901,820.0397,86,8,10,1,1050,0,64,131,7
691.8328,820.0397,86,8,10,2,1682,5,276,131,6
691.8589,818.1807,86,8,10,75,1759,5,310,131,4
695.5353,818.1807,86,8,10,0.2,1950,13,96,131,7
814.2331,817.2568,86,8,10,12000,1236,21,250,131,7
802.2763,817.2568,86,8,10,0.8,2011,3,286,131,4
627.4737,816.3217,86,8,10,319,1047,0,93,131,7
792.722,816.1436,86,8,10,1900,1112,9,20,131,2
791.4529,816.1102,86,8,10,970,1327,4,340,131,2
690.0668,814.4738,86,8,10,0.2,1734,20,235,131,7
691.9106,814.4738,86,8,10,1,2006,13,193,131,7
691.9106,814.4738,86,8,10,0.5,2006,13,193,131,7
695.5873,814.4738,86,8,10,1,2072,0,239,131,5
706.9004,808.5295,86,8,10,2,2256,9,232,131,5
697.535,807.049,86,8,10,0.2,1920,2,299,131,7
590.8504,801.4831,86,8,10,14,1401,1,119,131,7
591.7736,800.9265,86,8,10,0.1,1343,0,168,131,7
580.7445,799.6241,86,8,10,160,1283,0,182,131,7
781.9277,800.3699,86,8,10,3,1661,6,151,131,2
787.8286,799.446,86,8,10,0.1,1314,15,273,131,1
609.3276,795.9173,86,8,10,8,1536,2,174,131,6
596.4487,794.9933,86,8,10,80,1463,5,58,131,5
789.1814,795.5499,86,8,10,100,1562,6,313,131,2
616.7285,792.2104,86,8,10,0.2,1599,6,180,131,5
651.3443,792.3885,86,8,10,0.2,1645,5,173,131,7
644.3434,792.2104,86,8,10,0.1,1768,1,317,131,8
611.2278,790.3514,86,8,10,1,1403,4,168,131,5
625.9636,790.3514,86,8,10,3,1402,3,249,131,5
599.2754,789.4275,86,8,10,210,1768,2,352,131,8
596.5202,788.8709,86,8,10,25,1707,5,11,131,8
610.0184,788.9377,86,8,10,0.8,1524,5,70,131,5
614.5697,788.9377,86,8,10,0.1,1341,3,335,131,5
596.5246,788.4924,86,8,10,0.1,1707,4,344,131,8
598.3694,788.4924,86,8,10,0.1,1766,8,340,131,8
611.2499,788.4924,86,8,10,0.5,1415,5,88,131,5
602.0545,787.9358,86,8,10,0.1,1651,7,322,131,7
589.167,787.5685,86,8,10,0.1,1629,5,215,131,6
616.7955,786.6445,86,8,10,0.5,1417,5,85,131,5
629.6875,786.6445,86,8,10,4,1507,5,192,131,5
593.4261,786.088,86,8,10,0.1,1885,4,223,131,6
596.1923,785.7095,86,8,10,0.1,1834,6,258,131,7
714.386,786.6445,86,8,10,30,1659,3,258,131,7
569.5011,784.7856,86,8,10,0.1,1382,8,170,131,5
576.3174,784.7856,86,8,10,0.1,1646,8,226,131,6
594.7226,784.7856,86,8,10,600,1891,6,156,131,6
609.4601,784.7856,86,8,10,0.2,1645,8,100,131,8
633.3891,784.7856,86,8,10,3,1646,14,268,131,6
756.9339,785.5314,86,8,10,0.2,2018,11,249,131,4
592.8951,784.229,86,8,10,40,1744,4,263,131,6
594.3645,784.229,86,8,10,20,1818,2,145,131,6
591.0566,783.6724,86,8,10,37,1589,4,105,131,6
570.8142,782.9266,86,8,10,3,1173,4,247,131,5
611.316,782.9266,86,8,10,0.1,1400,7,291,131,5
588.3073,782.5592,86,8,10,102,1585,4,182,131,8
662.6961,782.37,86,8,10,0.1,1084,1,84,131,7
589.2369,781.446,86,8,10,0.1,1611,4,351,131,8
725.115,782.5592,86,8,10,0.2,1645,6,130,131,4
589.4332,780.7002,86,8,10,6,1566,8,351,131,8
785.3351,782.0026,86,8,10,0.1,1270,10,105,131,2
629.7554,781.0787,86,8,10,0.1,1768,4,34,131,8
629.7554,781.0787,86,8,10,1,1768,4,34,131,8
589.2474,780.5221,86,8,10,0.1,1585,8,351,131,5
633.4345,781.0787,86,8,10,5,1703,9,293,131,6
635.2796,781.0787,86,8,10,5,1999,3,328,131,6
607.6805,779.2197,86,8,10,0.3,1762,4,206,131,7
629.7779,779.2197,86,8,10,1,1944,5,14,131,8
631.6231,779.2197,86,8,10,1,1878,4,329,131,8
648.0177,778.4739,86,8,10,0.2,1597,7,93,131,6
762.3682,778.8524,86,8,10,0.5,1444,6,161,131,4
590.7639,777.3607,86,8,10,0.1,1471,12,315,131,5
624.2759,777.3607,86,8,10,0.2,1960,9,241,131,8
626.1211,777.3607,86,8,10,3,2072,2,226,131,8
629.8005,777.3607,86,8,10,1,2024,3,314,131,9
643.6233,776.4368,86,8,10,2,1903,7,85,131,6
638.1054,775.8802,86,8,10,0.1,2198,5,10,131,4
604.0551,774.5778,86,8,10,0.1,1768,1,335,131,7
720.0642,775.5128,86,8,10,0.2,1402,2,218,131,5
601.6829,772.3514,86,8,10,40,1766,1,314,131,8
613.3029,770.8709,86,8,10,0.1,1506,8,306,131,2
627.1226,770.3143,86,8,10,0.2,1955,1,250,131,4
735.786,770.1251,86,8,10,0.1,1246,3,50,131,7
606.5062,769.0119,86,8,10,0.1,1581,3,162,131,4
611.4791,769.0119,86,8,10,0.1,1580,5,189,131,7
624.5743,768.088,86,8,10,0,1865,7,271,131,4
609.6617,767.5314,86,8,10,5800,1426,11,7,131,7
628.073,767.5314,86,8,10,0.1,1957,10,358,131,6
609.6768,766.229,86,8,10,0.1,1711,2,91,131,6
617.0371,766.229,86,8,10,0.1,1707,2,296,131,4
615.2133,765.3051,86,8,10,40,1769,3,185,131,4
627.7348,765.3051,86,8,10,300,1888,13,256,131,4
624.4259,764.7485,86,8,10,0.1,1888,7,308,131,4
607.4877,764.3811,86,8,10,0.1,1706,8,189,131,7
617.0586,764.3811,86,8,10,0.1,1809,4,160,131,4
626.4549,764.1919,86,8,10,150,2119,6,24,131,4
606.0131,763.8245,86,8,10,0.1,1587,6,210,131,7
607.8631,763.4461,86,8,10,0.1,1561,6,187,131,6
614.3065,763.4461,86,8,10,40,1712,8,204,131,4
617.0695,763.4461,86,8,10,0.1,1767,8,140,131,4
617.0803,762.5221,86,8,10,0.1,1663,2,202,131,5
610.6432,761.9655,86,8,10,850,1465,3,222,131,5
594.6214,761.5982,86,8,10,60,1733,7,98,131,6
607.8843,761.5982,86,8,10,60,1341,7,32,131,2
607.8843,761.5982,86,8,10,0.1,1341,7,32,131,2
609.7301,761.5982,86,8,10,0.1,1356,4,3,131,2
660.7165,761.4758,86,8,10,0.1,1278,4,62,131,7
600.5229,760.6631,86,8,10,0.1,1915,9,80,131,6
590.029,760.1066,86,8,10,0.7,1767,0,251,131,6
593.168,760.1066,86,8,10,0.3,1873,2,215,131,4
614.1986,760.3514,86,8,10,0.1,1525,3,168,131,5
602.9276,760.1066,86,8,10,0.1,1573,4,342,131,6
609.7472,760.1066,86,8,10,0.1,1442,5,64,131,4
588.1983,759.7392,86,8,10,0.1,1672,3,331,131,6
607.9055,759.7392,86,8,10,150,1632,7,55,131,6
579.7309,758.8153,86,8,10,379.3,1950,2,239,131,7
589.4907,758.8153,86,8,10,0.1,1707,11,359,131,4
