lon,lat,yr,mo,day,size,elev,slope,aspect,dia,veg9
540.0285,730.986,87,7,21,0.1,1454,7,45,476,5
609.56,727.4572,87,7,21,0.1,1564,6,315,476,5
573.0113,710.8933,87,7,21,0.1,1282,8,349,476,7
552.975,707.6539,87,7,21,0.1,1336,5,317,476,7
559.4133,678.8117,87,7,21,0.1,1571,1,193,476,7
555.0153,675.628,87,7,21,0.1,1524,0,173,476,7
520.0475,699.4387,87,7,22,0.1,1403,1,169,477,7
495.3774,733.0231,87,7,23,0.1,1454,6,90,478,7
506.6126,733.0231,87,7,23,0.1,1464,2,331,478,7
598.9955,732.8339,87,7,23,0.1,1495,5,60,478,6
711.0078,890.5368,87,7,24,2,825,12,250,479,6
713.7622,880.7632,87,7,24,5,1097,17,175,479,1
706.9818,869.932,87,7,24,0.1,1248,1,333,479,6
686.7754,837.3829,87,7,24,0.1,1215,5,55,479,1
525.1679,798.7002,87,7,24,0.1,1646,0,119,479,6
600.8312,732.8339,87,7,24,0.6,1412,3,33,479,5
622.4365,729.127,87,7,24,0.1,1586,2,47,479,6
602.7984,721.7022,87,7,24,0.1,1778,7,93,479,6
612.0521,717.9953,87,7,24,0.2,1856,2,316,479,6
599.1744,716.1363,87,7,24,0.1,1310,7,238,479,7
599.1744,716.1363,87,7,24,0.1,1310,7,238,479,7
673.4704,894.4329,87,7,25,0.1,1606,14,103,480,2
665.4222,866.4144,87,7,25,0.1,1375,3,162,480,6
670.9367,866.4144,87,7,25,0.1,1172,5,121,480,6
668.0469,861.7947,87,7,25,0.1,1202,8,75,480,6
684.2,856.9079,87,7,25,0.1,1025,5,79,480,6
636.9405,795.9173,87,7,25,0.3,1587,7,339,480,8
620.9966,743.0416,87,7,25,0,1421,2,9.01,480,7
613.8385,723.5611,87,7,25,0.1,1666,6,47,480,6
566.8416,776.4256,87,7,26,1,1135,10,235,481,4
686.4233,861.7947,87,7,27,8,918,17,258,482,7
752.0409,780.1436,87,7,28,0,1473,10,272,483,1
578.5803,729.806,87,7,28,1,1683,8,112,483,6
782.6501,869.7539,87,7,29,0.4,1337,10,40,484,1
781.5473,869.7539,87,7,29,0.1,1505,7,25,484,1
775.3127,868.6407,87,7,29,1,1533,5,202,484,6
709.4974,855.2827,87,7,29,0.1,1100,2,185,484,5
814.5406,853.4348,87,7,29,0.1,1725,5,236,484,2
822.0432,845.086,87,7,29,2,1307,7,193,484,5
591.5397,740.2587,87,7,29,0.7,1176,6,0.00463,484,5
592.2951,755.0973,87,7,30,0.1,2041,8,36,485,7
581.4567,802.0397,87,7,31,0.1,1351,1,198,486,7
687.4531,868.2734,87,8,2,0.1,1282,20,106,488,2
668.1853,852.0211,87,8,2,0.1,1067,1,228,488,6
588.2188,757.8802,87,8,2,0.1,1658,13,267,488,6
689.1845,875.6982,87,8,3,0.2,1345,20,138,489,7
654.9803,825.9617,87,8,3,0.8,950,3,121,489,2
724.583,712.4294,87,8,4,70,1280,3,240,490,9
546.9948,741.0602,87,8,5,0.1,1794,6,64,491,6
591.7562,802.407,87,8,6,0.2,1402,2,184,492,7
751.4615,782.0026,87,8,6,0,1676,15,250,492,2
749.0775,781.0787,87,8,6,0,2018,12,110,492,4
504.5558,712.1289,87,8,8,0.1,1461,7,341,494,7
716.2435,865.0452,87,8,9,12,1169,2,282,495,5
555.359,805.1455,87,8,9,0.1,1129,0,104,495,7
627.6604,690.5334,87,8,9,2.5,1756,4,63,495,6
681.8295,875.6982,87,8,10,0.5,1615,1,132,496,4
655.9685,782.3143,87,8,10,0.1,1171,2,187,496,7
713.333,727.2346,87,8,10,10,1524,3,80,496,1
639.1893,817.9135,87,8,11,0.1,914,3,297,497,1
520.7824,795.5499,87,8,12,0.1,1585,1,112,498,7
506.3879,757.1344,87,8,12,0.8,655,0,94,498,7
709.3111,881.2641,87,8,13,0.2,1036,5,183,499,6
596.1851,769.947,87,8,13,14650,1273,15,290,499,7
752.8197,764.3811,87,8,13,0,1155,8,255,499,2
674.5627,727.8135,87,8,13,0.1,1588,6,246,499,5
633.9705,703.5241,87,8,13,0,1993,9,22,499,7
491.0827,760.3403,87,8,14,2,1007,4,167,500,1
699.445,924.8559,87,8,15,7,762,7,267,501,1
650.071,714.9897,87,8,15,2,1278,2,32,501,9
683.5796,723.0046,87,8,18,20,1097,3,5,504,7
553.6289,657.6948,87,8,18,0.1,1439,1,209,504,7
671.2231,800.203,87,8,19,500,1440,7,65,505,1
744.802,796.2846,87,8,19,0.1,2194,9,340,505,3
654.211,743.8431,87,8,20,1,1280,0,57,506,7
653.2299,743.5982,87,8,20,70,1280,0,354,506,7
542.4468,745.8802,87,8,21,0.1,1230,5,3.01,507,1
685.5505,884.9709,87,8,22,0.1,1216,7,350,508,6
683.9853,879.0377,87,8,22,0.1,1565,1,117,508,7
570.1756,773.6538,87,8,22,0.1,1273,4,246,508,4
661.7055,743.9656,87,8,22,0,1233,1,225,508,7
527.1517,729.127,87,8,22,0.2,1643,4,297,508,5
450.5385,720.4109,87,8,22,0.1,1553,7,21,508,5
450.731,719.8543,87,8,22,0.1,1661,3,6.01,508,5
463.53,710.2031,87,8,22,0.1,1658,1,237,508,5
489.9085,708.3441,87,8,22,19.5,1166,2,320,508,7
467.2367,707.4202,87,8,22,0.1,1651,2,348,508,7
557.4178,709.268,87,8,22,0.8,1199,17,249,508,8
492.6222,693.6948,87,8,22,0.1,1327,3,330,508,7
493.5563,691.8358,87,8,22,0.4,1116,13,241,508,7
486.7485,689.4202,87,8,22,0.1,1463,0,171,508,8
520.1379,623.565,87,8,22,0.2,1527,3,174,508,1
541.0289,615.9175,87,8,22,0.1,1404,1,137,508,9
723.2046,908.7149,87,8,23,3,1459,14,350,509,6
774.5211,871.8021,87,8,23,0.1,1612,4,56,509,8
811.8706,837.8504,87,8,23,0.1,1918,8,102,509,2
814.3199,833.9543,87,8,23,0.1,1650,20,120,509,7
735.3132,815.9543,87,8,23,0,2411,13,67,509,5
718.082,811.1343,87,8,23,934,2135,7,227,509,6
590.7631,808.908,87,8,23,0.1,1386,1,358,509,7
590.7631,808.908,87,8,23,0.2,1386,1,358,509,7
718.6715,808.5295,87,8,23,234,2038,11,357,509,4
540.9629,801.6724,87,8,23,0.1,1470,0,180,509,7
786.8571,802.9636,87,8,23,0.2,1279,5,273,509,1
535.6602,798.7002,87,8,23,0.1,1524,1,82,509,7
712.18,799.0675,87,8,23,786,2061,15,243,509,4
733.7461,797.0304,87,8,23,0.1,2433,6,279,509,3
723.9987,796.6631,87,8,23,0.2,2179,12,94,509,3
730.8509,794.0583,87,8,23,0.1,2277,7,165,509,4
719.8105,793.6909,87,8,23,0.1,2476,13,148,509,3
718.0128,790.3514,87,8,23,0.5,1949,12,109,509,3
719.8576,790.3514,87,8,23,0.1,1882,12,252,509,3
719.8576,790.3514,87,8,23,0.1,1882,12,252,509,3
520.8618,787.7577,87,8,23,0.1,1411,1,154,509,5
691.7323,785.5202,87,8,23,6,1208,4,234,509,7
476.0161,778.8524,87,8,23,0.1,1323,2,57,509,7
487.8226,776.9934,87,8,23,0.1,1037,9,259,509,7
483.0571,774.9563,87,8,23,0.1,1280,7,154,509,7
582.3096,742.1177,87,8,23,0.1,1239,5,34,509,5
591.5196,742.1177,87,8,23,0.1,1344,6,222,509,5
587.4511,741.0602,87,8,23,0.1,1158,0,51,509,7
591.5397,740.2587,87,8,23,0.1,1176,6,0.00888,509,5
591.5598,738.3997,87,8,23,0.2,1217,2,294,509,5
602.6576,734.6929,87,8,23,0.1,1279,0,24,509,5
580.5613,732.8339,87,8,23,0.1,1672,3,12,509,6
576.9559,725.4201,87,8,23,0.1,1465,1,209,509,5
467.0521,708.3441,87,8,23,0.1,1678,1,278,509,7
467.2291,708.3441,87,8,23,0.1,1678,1,278,509,7
537.4852,707.7875,87,8,23,4,1398,6,16,509,7
492.879,694.73,87,8,23,0.1,1271,3,288,509,7
490.8006,690.5334,87,8,23,0.3,1476,9,45,509,7
493.059,685.1567,87,8,23,0.1,1350,0,317,509,7
515.5803,682.7412,87,8,23,0.1,1769,4,203,509,7
627.2485,677.1753,87,8,23,0.1,1509,2,74,509,4
624.4786,673.1679,87,8,23,0.1,1646,1,166,509,7
555.0886,667.6577,87,8,23,0.8,1451,1,119,509,7
537.02,657.6948,87,8,23,0.1,1660,2,166,509,7
533.0357,654.9119,87,8,23,0.1,1402,3,226,509,7
653.4087,645.6392,87,8,23,0.5,1268,3,173,509,9
651.6212,636.3999,87,8,23,1,1035,2,42,509,9
526.172,630.834,87,8,23,0.1,1579,0,165,509,7
529.8586,627.0492,87,8,23,0.1,1459,1,206,509,9
529.904,621.4834,87,8,23,10,1403,5,47,509,9
720.1756,891.4607,87,8,24,0.1,1094,2,165,510,5
700.7316,889.9802,87,8,24,0.1,899,9,23,510,6
698.2004,886.8299,87,8,24,0.1,1280,1,49,510,2
776.3198,706.8636,87,8,24,990,954,2,199,510,9
709.3747,863.42,87,8,25,0.1,1243,1,35,511,7
822.7756,823.3792,87,8,25,0,2045,25,75,511,4
655.2697,801.4831,87,8,25,0.1,1373,6,66,511,6
658.0791,723.5611,87,8,25,0.5,1150,1,29,511,6
743.0571,712.4294,87,8,25,80,1098,7,196,511,1
501.8672,670.8414,87,8,25,7,1646,1,149,511,7
648.5258,798.5889,87,8,26,2,1660,4,54,512,7
672.7285,855.2827,87,8,27,1,878,4,26,513,6
543.8623,683.5872,87,8,27,2,1487,5,348,513,1
736.9693,815.9543,87,8,28,60,2220,25,91,514,5
767.9014,871.9802,87,8,30,0.1,1524,1,145,516,6
534.7798,701.2977,87,8,30,4,1588,4,287,516,6
720.7167,873.1825,87,8,31,1,1068,19,62,517,2
697.535,807.049,87,9,1,0.1,1920,2,299,518,7
642.7222,775.1344,87,9,1,0,2082,17,89,518,4
742.3531,764.4145,87,9,1,1,1193,3,166,518,7
647.8984,708.5779,87,9,1,0.1,1341,5,4,518,1
649.0574,706.8636,87,9,1,0,1523,2,99,518,2
632.8641,703.5241,87,9,1,0,2240,6,66,518,7
641.7257,702.6001,87,9,1,2,1897,3,349,518,8
628.6469,701.6651,87,9,1,0.3,1949,5,237,518,1
629.7715,699.9953,87,9,1,0.1,1959,5,218,518,7
626.6551,697.5909,87,9,1,2,1854,7,92,518,6
627.7657,697.2124,87,9,1,0.1,1828,4,183,518,6
614.4816,662.3367,87,9,1,2,1585,6,209,518,7
520.5043,646.5631,87,9,1,600,1399,0,312,518,9
833.7714,847.6797,87,9,2,160,961,13,284,519,5
811.9376,844.3402,87,9,2,0.1,1811,6,67,519,4
700.306,806.3031,87,9,2,0.2,1750,5,261,519,7
738.9959,882.3884,87,9,5,22,1312,0,41,522,2
625.5939,820.0397,87,9,5,0.1,1158,2,125,522,5
676.3704,871.9802,87,9,6,0.1,1380,3,264,523,6
608.2681,727.268,87,9,6,0.2,1600,2,145,523,6
706.8756,919.6685,87,9,7,0.1,1515,3,164,524,6
727.7994,908.7149,87,9,7,0.1,1524,5,51,524,2
666.7262,796.9859,87,9,9,1,1160,2,299,526,1
670.6851,837.3829,87,9,13,0.1,808,3,258,530,1
544.5792,790.908,87,9,13,0.3,1402,6,173,530,7
564.2419,694.73,87,9,14,0.8,1279,6,1.01,531,7
502.0972,734.6372,87,9,15,0.1,1646,1,57,532,5
696.3563,887.7539,87,9,16,0.1,861,17,317,533,6
624.1201,710.9489,87,9,16,0.5,1573,9,66,533,6
506.3423,784.7856,87,9,17,0.1,1219,4,209,534,7
757.3011,733.2123,87,9,19,0.3,1167,12,134,536,9
739.104,902.7817,87,9,21,0.1,1463,15,190,538,1
550.709,710.8933,87,9,21,0.1,1074,2,276,538,9
606.4568,773.2865,87,9,22,2,1803,2,202,539,7
729.9154,875.8652,87,9,23,67,964,5,350,540,2
605.7046,790.3514,87,9,23,0.1,1463,2,72,540,5
481.9003,731.4201,87,9,25,400,722,10,277,542,8
482.8993,730.986,87,9,25,400,830,15,291,542,9
558.3502,742.1177,87,9,27,0.1,1511,1,54,544,5
570.0548,677.1753,87,9,27,0.1,1697,3,216,544,8
753.7119,726.3441,87,9,28,0.1,618,6,340,545,9
693.5769,912.8002,87,9,30,0.1,997,14,333,547,6
687.4448,917.4421,87,10,1,0.5,1330,9,140,548,6
731.3534,760.6297,87,10,1,50,974,4,210,548,7
692.7368,919.29,87,10,3,0.3,1380,12,103,550,6
667.1842,871.9802,87,10,3,0.1,1495,2,133,550,4
471.9993,716.1029,87,10,3,0.2,1378,9,331,550,5
698.5049,902.7817,87,10,4,0.5,1564,9,149,551,8
717.763,807.9729,87,10,4,0.2,2253,6,292,551,4
510.3519,690.9118,87,10,4,4,1390,3,6.01,551,7
578.4726,684.6002,87,10,4,0.3,1768,4,50,551,6
800.7116,799.8134,87,10,5,0.1,1366,13,99,552,1
728.3047,911.4978,87,10,6,0.1,1397,4,133,553,6
535.6837,796.4738,87,10,6,0.1,1510,1,180,553,7
499.3276,787.0119,87,10,7,0.3,1307,2,136,554,8
552.737,750.4665,87,10,7,2,1462,10,73,554,7
553.6575,749.0973,87,10,7,0.1,1566,10,71,554,6
556.7339,681.2607,87,10,7,0.1,1510,0,50,554,5
563.0149,680.7041,87,10,7,30,1532,0,310,554,5
564.5028,679.0343,87,10,7,1,1524,3,324,554,7
557.1995,678.8117,87,10,7,0.1,1464,2,248,554,7
495.1877,674.0362,87,10,7,0.1,1528,5,281,554,7
519.5741,674.0362,87,10,7,0.1,1400,5,239,554,7
495.2009,672.4332,87,10,7,0.1,1466,2,332,554,7
495.2009,672.4332,87,10,7,0.1,1466,2,332,554,7
583.981,667.9026,87,10,7,0.1,1346,2,112,554,7
610.8832,656.7709,87,10,7,0.1,1463,3,194,554,9
609.037,653.0974,87,10,7,0.1,1180,3,83,554,9
567.0936,785.7095,87,10,8,0.1,1413,2,183,555,5
552.737,750.4665,87,10,8,0.1,1462,10,73,555,7
632.6183,692.5816,87,10,8,0.1,1703,3,41,555,6
570.0371,679.0343,87,10,8,0.1,1823,4,231,555,8
538.4862,792.5777,87,10,9,0.1,1443,3,115,556,6
622.8299,710.5704,87,10,9,1.5,1714,7,125,556,6
533.5469,674.949,87,10,9,0.3,1716,2,36,556,5
617.4392,730.986,87,10,10,0.1,1373,2,8,557,5
688.0937,823.7465,87,10,11,0.2,1707,7,163,558,8
533.5368,790.5406,87,10,11,0.1,1434,1,180,558,6
622.3066,756.9563,87,10,11,1,1525,4,234,558,5
685.6354,737.4313,87,10,11,83,1461,12,307,558,7
672.3516,895.5461,87,10,12,0.5,1659,13,38,559,2
676.4243,868.2734,87,10,12,0.1,1280,2,230,559,6
592.3489,814.8412,87,10,12,0.1,1454,4,152,559,7
531.8043,797.7763,87,10,12,0.1,1563,1,101,559,2
817.0891,788.8709,87,10,13,0.1,1577,11,295,560,6
564.154,768.4553,87,10,13,0.1,1463,2,36,560,5
703.0118,896.47,87,10,16,58,963,3,45,563,6
509.1117,684.6002,87,10,16,0.1,1591,3,273,563,7
711.0858,920.2251,87,10,17,1.5,1472,5,135,564,6
729.2249,900.3661,87,10,17,42.5,869,16,267,564,2
631.4868,790.3514,87,10,17,0.1,1605,5,296,564,6
620.6292,758.626,87,10,17,1,1559,2,264,564,5
505.3464,693.8729,87,10,17,0.1,1431,2,329,564,7
656.3904,855.2827,87,10,18,0.1,1517,3,150,565,2
709.7247,924.6778,87,10,19,0.1,1290,3,76,566,6
798.9907,768.2772,87,10,22,0.5,1096,20,312,569,2
799.3251,768.088,87,10,22,0.5,955,20,312,569,2
792.2517,753.2828,87,10,22,1,1871,12,183,569,7
679.9443,879.4051,87,10,23,0.1,1469,5,20,570,4
689.5536,911.4978,87,10,24,0.5,1523,11,78,571,7
691.0271,742.1511,87,10,25,3,1216,1,330,572,9
724.6869,919.1119,87,10,26,0.1,1034,7,23,573,2
698.2004,886.8299,87,10,26,0.1,1280,1,49,573,2
500.602,788.8709,87,10,28,3.5,1424,3,145,575,7
633.5023,775.5128,87,10,28,0.1,2180,4,268,575,3
629.3208,740.2587,87,10,28,0,1341,4,60,575,5
620.1414,736.5519,87,10,29,0.5,1598,5,233,576,6
631.0424,825.6055,87,10,30,0.1,1210,2,232,577,7
707.3582,912.2436,87,10,31,0.1,1695,17,212,578,4
594.4623,807.049,87,10,31,0.2,1402,0,347,578,7
563.9548,734.6929,87,10,31,0.5,1732,8,95,578,5
548.0843,658.6299,87,10,31,0.5,1467,5,191,578,8
555.5528,649.346,87,10,31,1.5,1587,2,358,578,7
742.9365,904.2622,87,11,1,0.1,1299,3,252,579,7
546.2435,657.6948,87,11,1,5,1528,4,100,579,8
611.4142,774.5778,87,11,2,0.1,1707,0,190,580,8
700.0415,886.8299,87,11,3,0.1,1280,3,58,581,6
713.1541,894.2437,87,11,4,0.2,1283,4,167,582,6
741.3155,880.7632,87,11,4,0.1,1325,0,5.01,582,2
700.5982,909.8281,87,11,6,0.1,1602,5,321,584,6
689.8816,902.4143,87,11,6,0.1,1769,10,131,584,2
621.3122,794.0583,87,11,7,1,1314,2,77,585,5
661.3697,756.0323,87,11,7,0,1601,11,17,585,8
579.0748,697.5909,87,11,7,0.3,1706,4,212,585,6
738.1943,807.7948,87,11,8,0.1,1928,28,269,586,4
605.6606,794.0583,87,11,8,0.1,1402,2,84,586,5
645.8937,786.6445,87,11,8,0,1752,6,127,586,5
511.8972,781.6353,87,11,8,0.1,1135,1,129,586,7
562.0999,771.4275,87,11,8,0.1,1343,3,332,586,5
562.477,697.5909,87,11,8,0.1,1332,2,216,586,8
606.6599,705.0046,87,11,9,0.3,1821,11,47,587,6
564.3787,692.025,87,11,9,0.1,1520,4,7,587,5
589.6932,740.2587,87,11,10,0.1,1158,3,356,588,7
457.2785,718.563,87,11,10,0.1,1561,10,75,588,5
698.2289,884.9709,87,11,11,0.1,1341,2,167,589,7
546.4868,730.986,88,1,1,0.1,1553,5,188,640,5
543.7039,732.8339,88,1,23,0.1,1705,6,256,662,7
559.8263,777.3607,88,3,18,0.1,1062,4,27,717,7
531.7263,628.9416,88,3,20,1.2,1464,0,64,719,9
533.6095,628.9416,88,3,20,0.5,1485,0,76,719,9
643.7379,817.9135,88,4,13,1,912,8,29,743,1
687.4295,735.4387,88,5,8,0.5,1807,5,118,768,9
607.7626,733.0231,88,5,12,3,1280,2,284,772,5
559.7201,701.1975,88,5,12,0.1,1440,9,218,772,5
535.1628,658.6299,88,5,13,7,1706,1,149,773,7
660.5999,743.9656,88,5,14,0.1,1219,2,17,774,1
519.6289,667.6577,88,5,17,0.1,1339,5,326,777,7
622.3045,740.8153,88,5,21,0.5,1458,10,4,781,6
661.5961,737.4758,88,5,22,87,1726,7,211,782,6
681.3538,721.4016,88,5,23,1,1244,4,358,783,7
746.7558,708.756,88,5,23,1,1014,8,313,783,9
622.023,810.7558,88,5,24,0.1,1157,0,203,784,2
694.0166,792.2438,88,5,24,1,1158,6,345,784,5
523.1964,793.8802,88,6,6,0.1,1539,2,79,797,7
624.8493,744.5222,88,6,7,0.1,1521,1,141,798,7
631.5097,788.4924,88,6,8,0.1,1682,6,240,799,6
499.6454,757.1344,88,6,8,0.1,644,9,328,799,7
720.2104,923.3753,88,6,10,0.1,1284,3,43,801,2
622.9686,730.986,88,6,10,0.5,1470,1,348,801,5
718.8658,904.4514,88,6,12,0.1,1828,4,141,803,5
751.9149,772.7967,88,6,15,0.1,1160,13,66,806,7
565.4291,770.1251,88,6,15,0.1,1291,3,41,806,5
565.451,768.088,88,6,15,1,1459,3,31,806,5
580.6894,742.6743,88,6,15,0.1,1161,5,22,806,7
589.8516,725.4201,88,6,15,0.2,1343,1,157,806,7
489.5259,710.3923,88,6,15,0.1,1220,10,107,806,7
467.6007,708.9007,88,6,15,0.1,1707,4,229,806,7
489.5354,709.2792,88,6,15,0.1,1257,8,101,806,7
511.6747,707.7875,88,6,15,0.2,1887,5,251,806,6
510.2197,705.9397,88,6,15,0.2,1626,4,172,806,8
579.019,703.1567,88,6,15,1.7,1882,12,42,806,6
634.4007,697.5909,88,6,15,0.2,1862,5,243,806,6
519.1705,694.8079,88,6,15,0.2,1463,1,30,806,7
537.6943,685.1567,88,6,15,0.1,1511,5,12,806,7
619.7686,686.4592,88,6,15,0.1,1593,5,129,806,7
534.0222,683.6762,88,6,15,0.2,1709,1,57,806,5
514.1162,681.8172,88,6,15,0.1,1526,1,152,806,8
537.7581,678.1104,88,6,15,0.1,1889,3,186,806,6
621.3319,677.7319,88,6,15,5.9,1659,2,120,806,5
634.6341,675.884,88,6,15,0.3,1453,9,110,806,9
534.6413,654.9119,88,6,15,0.1,1517,7,138,806,7
504.9699,650.2811,88,6,15,0.1,1522,2,168,806,7
526.0182,649.346,88,6,15,0.7,1409,1,49,806,4
522.2997,630.244,88,6,15,0.1,1524,1,174,806,7
750.6225,905.932,88,6,16,0.5,1111,2,8.01,807,7
693.9585,888.1212,88,6,16,0.1,1117,7,330,807,6
712.9649,883.1119,88,6,16,0.1,1097,5,30,807,6
695.7421,803.3421,88,6,16,0.1,1627,7,262,807,7
485.3306,768.088,88,6,16,0.1,1235,7,5,807,7
526.5409,763.5685,88,6,16,0.1,864,5,12,807,7
674.2664,751.858,88,6,16,0.8,1315,1,116,807,7
586.0312,738.3997,88,6,16,0.2,1419,9,51,807,5
502.2849,713.7318,88,6,16,1,1288,9,21,807,8
489.5339,709.4573,88,6,16,0.2,1258,8,101,807,7
515.8047,699.9953,88,6,16,0.1,1526,8,343,807,7
515.8047,699.9953,88,6,16,0.1,1526,8,343,807,7
563.5401,683.6762,88,6,16,0.1,1524,3,87,807,5
582.3554,683.6762,88,6,16,0.1,1584,3,281,807,6
487.1935,681.0714,88,6,16,0.1,1650,4,91,807,7
575.584,677.7319,88,6,16,0.2,1822,1,115,807,6
566.3863,675.3274,88,6,16,0.1,1585,5,328,807,7
544.2644,673.4685,88,6,16,2,1658,1,91,807,7
577.5037,670.3182,88,6,16,0.1,1711,5,121,807,7
540.1127,662.3367,88,6,16,0.1,1732,4,300,807,7
538.8399,661.0343,88,6,16,0.1,1750,3,198,807,7
494.0252,657.6948,88,6,16,0.1,1727,3,48,807,7
551.2178,658.6299,88,6,16,0.1,1479,6,313,807,7
573.0488,653.064,88,6,16,0.1,1705,2,77,807,7
564.8109,645.6392,88,6,16,3,1701,6,235,807,5
566.6604,645.6392,88,6,16,0.1,1950,3,150,807,5
524.3043,628.9416,88,6,16,0.1,1483,2,210,807,7
709.1552,891.2826,88,6,17,0.1,966,4,107,808,6
716.1182,873.1825,88,6,17,0.1,732,12,76,808,2
553.2482,791.1195,88,6,17,0.1,1169,10,264,808,5
521.9421,774.8227,88,6,17,0.1,977,5,10,808,9
521.9583,773.2086,88,6,17,0.8,1034,2,190,808,9
521.9583,773.2086,88,6,17,2,1034,2,190,808,9
515.3048,769.9692,88,6,17,0.1,702,9,20,808,7
528.7795,765.1715,88,6,17,2,964,6,250,808,9
621.5494,743.0416,88,6,17,0.5,1412,2,32,808,7
555.2326,741.0045,88,6,17,0.5,1592,3,274,808,6
780.0478,741.0045,88,6,17,0.1,1709,3,315,808,9
575.4176,694.8079,88,6,17,0.2,1465,9,312,808,5
708.2754,801.8505,88,6,18,0.1,2316,7,220,809,4
734.9232,766.229,88,6,18,1.5,1356,1,205,809,5
635.164,760.485,88,6,18,0.1,1886,8,78,809,4
683.4018,737.4313,88,6,18,0.8,1605,14,93,809,7
683.4018,737.4313,88,6,18,1,1605,14,93,809,7
678.4795,728.5704,88,6,18,0.5,1457,1,142,809,5
669.8688,745.4461,88,6,19,0.1,1279,1,92,810,7
787.4468,857.3309,88,6,20,0.1,1524,8,156,811,6
583.4923,751.3904,88,6,20,0.1,1857,4,210,811,6
583.6455,737.1084,88,6,20,0.1,1631,3,16,811,6
636.2348,731.3533,88,6,20,0.1,1402,2,102,811,7
646.9349,730.7968,88,6,20,0.1,1431,7,237,811,7
637.9106,729.8728,88,6,20,0.1,1343,3,29,811,5
634.3313,719.7986,88,6,20,0.1,1382,3,110,811,7
628.677,715.0231,88,6,20,0.1,1585,6,142,811,5
593.1293,706.0398,88,6,20,0.1,1603,10,1.01,811,7
569.4925,678.1104,88,6,20,0.1,1677,4,313,811,8
694.1448,812.6148,88,6,21,0.1,1877,10,226,812,6
508.4566,756.9563,88,6,21,0.5,681,8,237,812,9
508.4566,756.9563,88,6,21,0.1,681,8,237,812,9
504.1288,758.7485,88,6,22,0.8,648,3,40,813,7
607.6151,784.7856,88,6,25,0.1,1535,3,323,816,8
596.5676,784.7856,88,6,27,0.1,1900,10,261,818,7
539.8422,781.2457,88,6,27,2,1326,3,164,818,5
585.3713,797.7763,88,6,28,0.1,1280,4,352,819,2
527.6511,790.3514,88,6,28,0.1,1360,1,201,819,7
574.2223,757.1455,88,7,1,2,1705,5,220,822,6
596.5676,784.7856,88,7,2,0.1,1900,10,261,823,7
596.5676,784.7856,88,7,2,0.1,1900,10,261,823,7
761.6416,695.7319,88,7,2,1,693,3,31,823,1
695.1565,917.4421,88,7,3,0.1,853,12,335,824,6
634.6518,817.9135,88,7,3,0.1,1063,3,83,824,2
692.253,915.0266,88,7,4,0.1,849,2,64,825,6
693.3751,913.7241,88,7,4,0.1,914,6,336,825,6
707.921,911.4978,88,7,4,0.1,1693,17,198,825,6
718.1443,904.0841,88,7,4,0.1,1828,1,208,825,5
596.5676,784.7856,88,7,8,8,1900,10,261,829,7
667.3959,857.1417,88,7,20,133.1,1100,4,111,841,6
738.5686,764.7596,88,7,20,1,1225,2,127,841,5
565.5105,762.5221,88,7,20,0.1,1447,4,224,841,6
571.7545,692.5816,88,7,21,600,1480,6,317,842,5
654.5413,742.1177,88,7,22,0.1,1280,4,354,843,7
601.2412,712.1289,88,7,22,6,1276,5,285,843,7
604.8427,703.1567,88,7,24,0.1,1630,18,272,845,6
657.5526,803.42,88,7,25,1,1279,8,109,846,5
581.0331,686.4592,88,7,25,0.3,1524,7,271,846,5
692.3169,910.9412,88,7,26,0.1,1037,9,245,847,6
721.1049,792.767,88,7,26,0.7,2308,14,238,847,4
621.1537,729.127,88,7,29,0.8,1558,2,348,850,6
703.288,913.9134,88,7,31,0.1,1647,8,229,852,2
580.9301,799.8134,88,7,31,0.5,1303,0,182,852,7
695.1565,917.4421,88,8,1,0.1,853,12,335,853,6
528.1756,800.4701,88,8,1,0.1,1524,0,263,853,7
776.337,804.8226,88,8,4,0.1,1711,2,7.01,856,8
568.3639,656.7709,88,8,4,5,1632,6,259,856,7
815.0844,775.8802,88,8,6,0.1,1465,6,276,858,1
761.1567,773.2865,88,8,6,3,1050,5,258,858,5
577.3296,688.307,88,8,6,0.1,1524,0,8,858,5
572.0954,656.7709,88,8,6,1,1707,2,176,858,5
718.1397,926.7149,88,8,7,3,1146,2,46,859,1
692.6043,916.5071,88,8,7,0.1,858,11,275,859,2
692.2472,915.3939,88,8,7,0.1,857,4,251,859,6
562.2938,794.2364,88,8,9,0.8,1036,1,10,861,1
511.0537,793.1343,88,8,9,0.1,1524,0,75,861,7
635.7732,655.847,88,8,10,0.5,1398,6,148,862,9
544.8719,606.6782,88,8,10,300,1280,1,158,862,9
795.8077,852.1324,88,8,11,8,1249,15,109,863,2
708.3569,834.689,88,8,11,0.1,1525,12,77,863,6
708.5553,833.9543,88,8,11,0.1,1620,18,69,863,6
718.8937,831.1714,88,8,11,0.1,1587,5,277,863,6
644.2729,797.7763,88,8,11,0.1,1783,2,223,863,6
649.8191,795.9173,88,8,11,0.1,1742,4,153,863,8
638.7973,794.0583,88,8,11,0.1,1829,4,54,863,7
607.5162,793.1343,88,8,11,0.3,1344,2,42,863,5
598.721,789.6056,88,8,11,0.1,1760,2,352,863,8
624.589,787.1232,88,8,11,0.1,1402,6,307,863,5
613.1389,784.7856,88,8,11,0.1,1483,4,1.01,863,5
